classe_processual,orgao_julgador,ano_ajuizamento,n
Apelação / Remessa Necessária,GABINETE 16,2016,15
Apelação / Remessa Necessária,GABINETE 16,2017,13
Apelação / Remessa Necessária,GABINETE 16,2018,57
Apelação / Remessa Necessária,GABINETE 16,2019,102
Apelação / Remessa Necessária,GABINETE 16,2020,124
Apelação / Remessa Necessária,GABINETE 16,2021,92
Apelação / Remessa Necessária,GABINETE 16,2022,71
Apelação / Remessa Necessária,GABINETE 16,2023,66
Apelação / Remessa Necessária,GABINETE 16,2024,64
Apelação / Remessa Necessária,GABINETE 16,2025,72
Apelação / Remessa Necessária,GABINETE 17,2015,15
Apelação / Remessa Necessária,GABINETE 17,2016,21
Apelação / Remessa Necessária,GABINETE 17,2017,21
Apelação / Remessa Necessária,GABINETE 17,2018,69
Apelação / Remessa Necessária,GABINETE 17,2019,95
Apelação / Remessa Necessária,GABINETE 17,2020,124
Apelação / Remessa Necessária,GABINETE 17,2021,118
Apelação / Remessa Necessária,GABINETE 17,2022,67
Apelação / Remessa Necessária,GABINETE 17,2023,71
Apelação / Remessa Necessária,GABINETE 17,2024,62
Apelação / Remessa Necessária,GABINETE 17,2025,63
Apelação / Remessa Necessária,GABINETE 18,2015,17
Apelação / Remessa Necessária,GABINETE 18,2016,11
Apelação / Remessa Necessária,GABINETE 18,2017,26
Apelação / Remessa Necessária,GABINETE 18,2018,45
Apelação / Remessa Necessária,GABINETE 18,2019,90
Apelação / Remessa Necessária,GABINETE 18,2020,99
Apelação / Remessa Necessária,GABINETE 18,2021,90
Apelação / Remessa Necessária,GABINETE 18,2022,77
Apelação / Remessa Necessária,GABINETE 18,2023,59
Apelação / Remessa Necessária,GABINETE 18,2024,75
Apelação / Remessa Necessária,GABINETE 18,2025,107
Apelação / Remessa Necessária,GABINETE 19,2015,15
Apelação / Remessa Necessária,GABINETE 19,2016,14
Apelação / Remessa Necessária,GABINETE 19,2017,48
Apelação / Remessa Necessária,GABINETE 19,2018,86
Apelação / Remessa Necessária,GABINETE 19,2019,130
Apelação / Remessa Necessária,GABINETE 19,2020,146
Apelação / Remessa Necessária,GABINETE 19,2021,95
Apelação / Remessa Necessária,GABINETE 19,2022,86
Apelação / Remessa Necessária,GABINETE 19,2023,88
Apelação / Remessa Necessária,GABINETE 19,2024,82
Apelação / Remessa Necessária,GABINETE 19,2025,58
Apelação / Remessa Necessária,GABINETE 20,2015,42
Apelação / Remessa Necessária,GABINETE 20,2016,54
Apelação / Remessa Necessária,GABINETE 20,2017,50
Apelação / Remessa Necessária,GABINETE 20,2018,103
Apelação / Remessa Necessária,GABINETE 20,2019,94
Apelação / Remessa Necessária,GABINETE 20,2020,109
Apelação / Remessa Necessária,GABINETE 20,2021,69
Apelação / Remessa Necessária,GABINETE 20,2022,72
Apelação / Remessa Necessária,GABINETE 20,2023,74
Apelação / Remessa Necessária,GABINETE 20,2024,72
Apelação / Remessa Necessária,GABINETE 20,2025,88
Apelação / Remessa Necessária,GABINETE 21,2015,31
Apelação / Remessa Necessária,GABINETE 21,2016,42
Apelação / Remessa Necessária,GABINETE 21,2017,55
Apelação / Remessa Necessária,GABINETE 21,2018,79
Apelação / Remessa Necessária,GABINETE 21,2019,102
Apelação / Remessa Necessária,GABINETE 21,2020,114
Apelação / Remessa Necessária,GABINETE 21,2021,109
Apelação / Remessa Necessária,GABINETE 21,2022,74
Apelação / Remessa Necessária,GABINETE 21,2023,62
Apelação / Remessa Necessária,GABINETE 21,2024,61
Apelação / Remessa Necessária,GABINETE 21,2025,69
Apelação / Remessa Necessária,GABINETE 22,2015,19
Apelação / Remessa Necessária,GABINETE 22,2016,21
Apelação / Remessa Necessária,GABINETE 22,2017,38
Apelação / Remessa Necessária,GABINETE 22,2018,99
Apelação / Remessa Necessária,GABINETE 22,2019,150
Apelação / Remessa Necessária,GABINETE 22,2020,123
Apelação / Remessa Necessária,GABINETE 22,2021,121
Apelação / Remessa Necessária,GABINETE 22,2022,90
Apelação / Remessa Necessária,GABINETE 22,2023,117
Apelação / Remessa Necessária,GABINETE 22,2024,86
Apelação / Remessa Necessária,GABINETE 22,2025,149
Apelação / Remessa Necessária,GABINETE 23,2015,72
Apelação / Remessa Necessária,GABINETE 23,2016,104
Apelação / Remessa Necessária,GABINETE 23,2017,76
Apelação / Remessa Necessária,GABINETE 23,2018,97
Apelação / Remessa Necessária,GABINETE 23,2019,107
Apelação / Remessa Necessária,GABINETE 23,2020,133
Apelação / Remessa Necessária,GABINETE 23,2021,94
Apelação / Remessa Necessária,GABINETE 23,2022,73
Apelação / Remessa Necessária,GABINETE 23,2023,68
Apelação / Remessa Necessária,GABINETE 23,2024,79
Apelação / Remessa Necessária,GABINETE 23,2025,100
Apelação / Remessa Necessária,GABINETE 24,2015,58
Apelação / Remessa Necessária,GABINETE 24,2016,110
Apelação / Remessa Necessária,GABINETE 24,2017,109
Apelação / Remessa Necessária,GABINETE 24,2018,152
Apelação / Remessa Necessária,GABINETE 24,2019,182
Apelação / Remessa Necessária,GABINETE 24,2020,164
Apelação / Remessa Necessária,GABINETE 24,2021,126
Apelação / Remessa Necessária,GABINETE 24,2022,95
Apelação / Remessa Necessária,GABINETE 24,2023,95
Apelação / Remessa Necessária,GABINETE 24,2024,87
Apelação / Remessa Necessária,GABINETE 24,2025,79
Apelação / Remessa Necessária,GABINETE 25,2018,1
Apelação / Remessa Necessária,GABINETE 25,2019,4
Apelação / Remessa Necessária,GABINETE 25,2020,26
Apelação / Remessa Necessária,GABINETE 25,2021,141
Apelação / Remessa Necessária,GABINETE 25,2022,195
Apelação / Remessa Necessária,GABINETE 25,2023,188
Apelação / Remessa Necessária,GABINETE 25,2024,18
Apelação / Remessa Necessária,GABINETE 25,2025,36
Apelação / Remessa Necessária,GABINETE 26,2018,9
Apelação / Remessa Necessária,GABINETE 26,2019,24
Apelação / Remessa Necessária,GABINETE 26,2020,90
Apelação / Remessa Necessária,GABINETE 26,2021,217
Apelação / Remessa Necessária,GABINETE 26,2022,217
Apelação / Remessa Necessária,GABINETE 26,2023,136
Apelação / Remessa Necessária,GABINETE 26,2024,18
Apelação / Remessa Necessária,GABINETE 26,2025,29
Apelação / Remessa Necessária,GABINETE 27,2015,9
Apelação / Remessa Necessária,GABINETE 27,2016,13
Apelação / Remessa Necessária,GABINETE 27,2017,5
Apelação / Remessa Necessária,GABINETE 27,2018,20
Apelação / Remessa Necessária,GABINETE 27,2019,14
Apelação / Remessa Necessária,GABINETE 27,2020,42
Apelação / Remessa Necessária,GABINETE 27,2021,84
Apelação / Remessa Necessária,GABINETE 27,2022,122
Apelação / Remessa Necessária,GABINETE 27,2023,94
Apelação / Remessa Necessária,GABINETE 27,2024,79
Apelação / Remessa Necessária,GABINETE 27,2025,60
Apelação / Remessa Necessária,GABINETE 28,2015,16
Apelação / Remessa Necessária,GABINETE 28,2016,19
Apelação / Remessa Necessária,GABINETE 28,2017,10
Apelação / Remessa Necessária,GABINETE 28,2018,23
Apelação / Remessa Necessária,GABINETE 28,2019,28
Apelação / Remessa Necessária,GABINETE 28,2020,51
Apelação / Remessa Necessária,GABINETE 28,2021,91
Apelação / Remessa Necessária,GABINETE 28,2022,140
Apelação / Remessa Necessária,GABINETE 28,2023,102
Apelação / Remessa Necessária,GABINETE 28,2024,65
Apelação / Remessa Necessária,GABINETE 28,2025,64
Apelação / Remessa Necessária,GABINETE 29,2015,3
Apelação / Remessa Necessária,GABINETE 29,2016,1
Apelação / Remessa Necessária,GABINETE 29,2017,1
Apelação / Remessa Necessária,GABINETE 29,2018,2
Apelação / Remessa Necessária,GABINETE 29,2019,4
Apelação / Remessa Necessária,GABINETE 29,2020,9
Apelação / Remessa Necessária,GABINETE 29,2021,26
Apelação / Remessa Necessária,GABINETE 29,2022,151
Apelação / Remessa Necessária,GABINETE 29,2023,75
Apelação / Remessa Necessária,GABINETE 29,2024,67
Apelação / Remessa Necessária,GABINETE 29,2025,114
Apelação / Remessa Necessária,GABINETE 30,2015,3
Apelação / Remessa Necessária,GABINETE 30,2019,1
Apelação / Remessa Necessária,GABINETE 30,2020,4
Apelação / Remessa Necessária,GABINETE 30,2021,13
Apelação / Remessa Necessária,GABINETE 30,2022,84
Apelação / Remessa Necessária,GABINETE 30,2023,77
Apelação / Remessa Necessária,GABINETE 30,2024,75
Apelação / Remessa Necessária,GABINETE 30,2025,81
Apelação / Remessa Necessária,GABINETE 31,2015,1
Apelação / Remessa Necessária,GABINETE 31,2016,5
Apelação / Remessa Necessária,GABINETE 31,2017,7
Apelação / Remessa Necessária,GABINETE 31,2018,11
Apelação / Remessa Necessária,GABINETE 31,2019,8
Apelação / Remessa Necessária,GABINETE 31,2020,30
Apelação / Remessa Necessária,GABINETE 31,2021,73
Apelação / Remessa Necessária,GABINETE 31,2022,67
Apelação / Remessa Necessária,GABINETE 31,2023,60
Apelação / Remessa Necessária,GABINETE 31,2024,71
Apelação / Remessa Necessária,GABINETE 31,2025,87
Apelação / Remessa Necessária,GABINETE 32,2015,3
Apelação / Remessa Necessária,GABINETE 32,2016,7
Apelação / Remessa Necessária,GABINETE 32,2017,9
Apelação / Remessa Necessária,GABINETE 32,2018,3
Apelação / Remessa Necessária,GABINETE 32,2019,7
Apelação / Remessa Necessária,GABINETE 32,2020,34
Apelação / Remessa Necessária,GABINETE 32,2021,39
Apelação / Remessa Necessária,GABINETE 32,2022,92
Apelação / Remessa Necessária,GABINETE 32,2023,70
Apelação / Remessa Necessária,GABINETE 32,2024,66
Apelação / Remessa Necessária,GABINETE 32,2025,120
Apelação / Remessa Necessária,GABINETE 33 - JFC,2019,1
Apelação / Remessa Necessária,GABINETE 33 - JFC,2023,6
Apelação / Remessa Necessária,GABINETE 33 - JFC,2024,145
Apelação / Remessa Necessária,GABINETE 33 - JFC,2025,3
Apelação / Remessa Necessária,GABINETE 34 - JFC,2019,1
Apelação / Remessa Necessária,GABINETE 34 - JFC,2021,1
Apelação / Remessa Necessária,GABINETE 34 - JFC,2023,5
Apelação / Remessa Necessária,GABINETE 34 - JFC,2024,154
Apelação / Remessa Necessária,GABINETE 34 - JFC,2025,9
Apelação / Remessa Necessária,GABINETE 35 - JFC,2021,1
Apelação / Remessa Necessária,GABINETE 35 - JFC,2023,6
Apelação / Remessa Necessária,GABINETE 35 - JFC,2024,97
Apelação / Remessa Necessária,GABINETE 35 - JFC,2025,3
Apelação / Remessa Necessária,GABINETE 36 - JFC,2023,3
Apelação / Remessa Necessária,GABINETE 36 - JFC,2024,99
Apelação / Remessa Necessária,GABINETE 36 - JFC,2025,4
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2015,585
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2016,631
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2017,932
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2018,1200
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2019,409
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2020,673
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2021,662
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2022,590
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2023,546
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2024,659
Apelação / Remessa Necessária,Gabinete da Vice-Presidência,2025,815
Apelação Cível,7ª Turma Especializada,2016,1
Apelação Cível,CORREGEDORIA,2015,6
Apelação Cível,CORREGEDORIA,2016,20
Apelação Cível,CORREGEDORIA,2017,35
Apelação Cível,CORREGEDORIA,2018,26
Apelação Cível,CORREGEDORIA,2019,5
Apelação Cível,CORREGEDORIA,2021,1
Apelação Cível,Coordenadoria de Cumprimento de Diligências e Distribuição,2020,2
Apelação Cível,Coordenadoria de Cumprimento de Diligências e Distribuição,2021,4
Apelação Cível,Coordenadoria de Cumprimento de Diligências e Distribuição,2022,2
Apelação Cível,Coordenadoria de Cumprimento de Diligências e Distribuição,2023,3
Apelação Cível,Coordenadoria de Cumprimento de Diligências e Distribuição,2024,15
Apelação Cível,Coordenadoria de Cumprimento de Diligências e Distribuição,2025,3
Apelação Cível,GABINETE 01,2015,78
Apelação Cível,GABINETE 01,2016,84
Apelação Cível,GABINETE 01,2017,315
Apelação Cível,GABINETE 01,2018,679
Apelação Cível,GABINETE 01,2019,845
Apelação Cível,GABINETE 01,2020,856
Apelação Cível,GABINETE 01,2021,906
Apelação Cível,GABINETE 01,2022,747
Apelação Cível,GABINETE 01,2023,873
Apelação Cível,GABINETE 01,2024,208
Apelação Cível,GABINETE 01,2025,786
Apelação Cível,GABINETE 02,2015,38
Apelação Cível,GABINETE 02,2016,45
Apelação Cível,GABINETE 02,2017,71
Apelação Cível,GABINETE 02,2018,540
Apelação Cível,GABINETE 02,2019,857
Apelação Cível,GABINETE 02,2020,779
Apelação Cível,GABINETE 02,2021,1035
Apelação Cível,GABINETE 02,2022,869
Apelação Cível,GABINETE 02,2023,1141
Apelação Cível,GABINETE 02,2024,969
Apelação Cível,GABINETE 02,2025,1016
Apelação Cível,GABINETE 03,2015,65
Apelação Cível,GABINETE 03,2016,167
Apelação Cível,GABINETE 03,2017,325
Apelação Cível,GABINETE 03,2018,640
Apelação Cível,GABINETE 03,2019,808
Apelação Cível,GABINETE 03,2020,603
Apelação Cível,GABINETE 03,2021,803
Apelação Cível,GABINETE 03,2022,715
Apelação Cível,GABINETE 03,2023,864
Apelação Cível,GABINETE 03,2024,194
Apelação Cível,GABINETE 03,2025,778
Apelação Cível,GABINETE 04,2015,52
Apelação Cível,GABINETE 04,2016,47
Apelação Cível,GABINETE 04,2017,132
Apelação Cível,GABINETE 04,2018,554
Apelação Cível,GABINETE 04,2019,845
Apelação Cível,GABINETE 04,2020,760
Apelação Cível,GABINETE 04,2021,752
Apelação Cível,GABINETE 04,2022,692
Apelação Cível,GABINETE 04,2023,1078
Apelação Cível,GABINETE 04,2024,211
Apelação Cível,GABINETE 04,2025,772
Apelação Cível,GABINETE 05,2015,95
Apelação Cível,GABINETE 05,2016,223
Apelação Cível,GABINETE 05,2017,307
Apelação Cível,GABINETE 05,2018,643
Apelação Cível,GABINETE 05,2019,847
Apelação Cível,GABINETE 05,2020,944
Apelação Cível,GABINETE 05,2021,705
Apelação Cível,GABINETE 05,2022,538
Apelação Cível,GABINETE 05,2023,616
Apelação Cível,GABINETE 05,2024,886
Apelação Cível,GABINETE 05,2025,943
Apelação Cível,GABINETE 06,2015,171
Apelação Cível,GABINETE 06,2016,374
Apelação Cível,GABINETE 06,2017,532
Apelação Cível,GABINETE 06,2018,691
Apelação Cível,GABINETE 06,2019,787
Apelação Cível,GABINETE 06,2020,906
Apelação Cível,GABINETE 06,2021,860
Apelação Cível,GABINETE 06,2022,678
Apelação Cível,GABINETE 06,2023,1043
Apelação Cível,GABINETE 06,2024,212
Apelação Cível,GABINETE 06,2025,739
Apelação Cível,GABINETE 07,2015,144
Apelação Cível,GABINETE 07,2016,248
Apelação Cível,GABINETE 07,2017,235
Apelação Cível,GABINETE 07,2018,410
Apelação Cível,GABINETE 07,2019,480
Apelação Cível,GABINETE 07,2020,756
Apelação Cível,GABINETE 07,2021,387
Apelação Cível,GABINETE 07,2022,260
Apelação Cível,GABINETE 07,2023,353
Apelação Cível,GABINETE 07,2024,315
Apelação Cível,GABINETE 07,2025,305
Apelação Cível,GABINETE 08,2015,221
Apelação Cível,GABINETE 08,2016,282
Apelação Cível,GABINETE 08,2017,339
Apelação Cível,GABINETE 08,2018,506
Apelação Cível,GABINETE 08,2019,508
Apelação Cível,GABINETE 08,2020,681
Apelação Cível,GABINETE 08,2021,524
Apelação Cível,GABINETE 08,2022,298
Apelação Cível,GABINETE 08,2023,372
Apelação Cível,GABINETE 08,2024,318
Apelação Cível,GABINETE 08,2025,321
Apelação Cível,GABINETE 09,2015,273
Apelação Cível,GABINETE 09,2016,311
Apelação Cível,GABINETE 09,2017,276
Apelação Cível,GABINETE 09,2018,469
Apelação Cível,GABINETE 09,2019,495
Apelação Cível,GABINETE 09,2020,691
Apelação Cível,GABINETE 09,2021,426
Apelação Cível,GABINETE 09,2022,296
Apelação Cível,GABINETE 09,2023,322
Apelação Cível,GABINETE 09,2024,351
Apelação Cível,GABINETE 09,2025,368
Apelação Cível,GABINETE 10,2015,232
Apelação Cível,GABINETE 10,2016,293
Apelação Cível,GABINETE 10,2017,283
Apelação Cível,GABINETE 10,2018,538
Apelação Cível,GABINETE 10,2019,476
Apelação Cível,GABINETE 10,2020,719
Apelação Cível,GABINETE 10,2021,476
Apelação Cível,GABINETE 10,2022,307
Apelação Cível,GABINETE 10,2023,335
Apelação Cível,GABINETE 10,2024,329
Apelação Cível,GABINETE 10,2025,267
Apelação Cível,GABINETE 11,2015,101
Apelação Cível,GABINETE 11,2016,169
Apelação Cível,GABINETE 11,2017,245
Apelação Cível,GABINETE 11,2018,574
Apelação Cível,GABINETE 11,2019,496
Apelação Cível,GABINETE 11,2020,532
Apelação Cível,GABINETE 11,2021,386
Apelação Cível,GABINETE 11,2022,290
Apelação Cível,GABINETE 11,2023,308
Apelação Cível,GABINETE 11,2024,342
Apelação Cível,GABINETE 11,2025,261
Apelação Cível,GABINETE 12,2015,348
Apelação Cível,GABINETE 12,2016,353
Apelação Cível,GABINETE 12,2017,413
Apelação Cível,GABINETE 12,2018,627
Apelação Cível,GABINETE 12,2019,486
Apelação Cível,GABINETE 12,2020,600
Apelação Cível,GABINETE 12,2021,465
Apelação Cível,GABINETE 12,2022,263
Apelação Cível,GABINETE 12,2023,373
Apelação Cível,GABINETE 12,2024,353
Apelação Cível,GABINETE 12,2025,354
Apelação Cível,GABINETE 13,2015,259
Apelação Cível,GABINETE 13,2016,121
Apelação Cível,GABINETE 13,2017,357
Apelação Cível,GABINETE 13,2018,755
Apelação Cível,GABINETE 13,2019,1033
Apelação Cível,GABINETE 13,2020,1144
Apelação Cível,GABINETE 13,2021,1089
Apelação Cível,GABINETE 13,2022,738
Apelação Cível,GABINETE 13,2023,645
Apelação Cível,GABINETE 13,2024,730
Apelação Cível,GABINETE 13,2025,716
Apelação Cível,GABINETE 14,2015,47
Apelação Cível,GABINETE 14,2016,35
Apelação Cível,GABINETE 14,2017,72
Apelação Cível,GABINETE 14,2018,314
Apelação Cível,GABINETE 14,2019,917
Apelação Cível,GABINETE 14,2020,1213
Apelação Cível,GABINETE 14,2021,1374
Apelação Cível,GABINETE 14,2022,700
Apelação Cível,GABINETE 14,2023,658
Apelação Cível,GABINETE 14,2024,716
Apelação Cível,GABINETE 14,2025,700
Apelação Cível,GABINETE 15,2015,239
Apelação Cível,GABINETE 15,2016,56
Apelação Cível,GABINETE 15,2017,186
Apelação Cível,GABINETE 15,2018,519
Apelação Cível,GABINETE 15,2019,936
Apelação Cível,GABINETE 15,2020,1255
Apelação Cível,GABINETE 15,2021,1386
Apelação Cível,GABINETE 15,2022,786
Apelação Cível,GABINETE 15,2023,653
Apelação Cível,GABINETE 15,2024,701
Apelação Cível,GABINETE 15,2025,705
Apelação Cível,GABINETE 16,2015,115
Apelação Cível,GABINETE 16,2016,49
Apelação Cível,GABINETE 16,2017,139
Apelação Cível,GABINETE 16,2018,501
Apelação Cível,GABINETE 16,2019,1039
Apelação Cível,GABINETE 16,2020,1244
Apelação Cível,GABINETE 16,2021,1371
Apelação Cível,GABINETE 16,2022,683
Apelação Cível,GABINETE 16,2023,657
Apelação Cível,GABINETE 16,2024,748
Apelação Cível,GABINETE 16,2025,799
Apelação Cível,GABINETE 17,2015,245
Apelação Cível,GABINETE 17,2016,95
Apelação Cível,GABINETE 17,2017,162
Apelação Cível,GABINETE 17,2018,521
Apelação Cível,GABINETE 17,2019,1048
Apelação Cível,GABINETE 17,2020,1233
Apelação Cível,GABINETE 17,2021,1409
Apelação Cível,GABINETE 17,2022,853
Apelação Cível,GABINETE 17,2023,638
Apelação Cível,GABINETE 17,2024,741
Apelação Cível,GABINETE 17,2025,804
Apelação Cível,GABINETE 18,2015,183
Apelação Cível,GABINETE 18,2016,68
